Country ID,Country name,Document ID by country,Government document,Policy targets green technology,Focus areas,action or strategy,Policy promotes youth employment,Policy promotes women employment,policy promotes employment of people with disabilities,Policy class,,
19,Ethiopia,1,Ethiopia’s Climate Resilient Green Economy National Adaptation Plan (2019-2034),Yes,water,strengthening sustainable natural resources management (energy and water): safeguarding hydropower dams and improvement ground water recharge,Yes,Yes,No,regulation,,
19,Ethiopia,1,Ethiopia’s Climate Resilient Green Economy National Adaptation Plan (2019-2034),Yes,industry,"mainstreaming endogenous adaptation practices such as local climate change adaptation practices, skills and institutions.",Yes,Yes,No,support and enablement,,
19,Ethiopia,1,Ethiopia’s Climate Resilient Green Economy National Adaptation Plan (2019-2034),Yes,energy,enhancing alternative and renewable power generation and management.,Yes,Yes,No,innovation,,
19,Ethiopia,1,Ethiopia’s Climate Resilient Green Economy National Adaptation Plan (2019-2034),Yes,multiple sectors,"build and promote income diversification of vulnerable people with special emphasis to women, children and impoverished communities by supporting asset creation and improving access to credit",Yes,Yes,No,Economic instrument,,
19,Ethiopia,1,Ethiopia’s Climate Resilient Green Economy National Adaptation Plan (2019-2034),Yes,water,improving access to potable water with smallscale wind and solar pumps,Yes,Yes,No,innovation,,
19,Ethiopia,1,Ethiopia’s Climate Resilient Green Economy National Adaptation Plan (2019-2034),Yes,agriculture,enhancing food security through improving agricultural productivity in a climate smart manner: effective systems for increased use of organic fertilizers and appropriate mechanization will be implemented,Yes,Yes,No,innovation,,
19,Ethiopia,1,Ethiopia’s Climate Resilient Green Economy National Adaptation Plan (2019-2034),Yes,water,improving soil water harvesting and water retention mechanisms: implement diversified water harvesting technologies.,Yes,Yes,No,innovation,,
19,Ethiopia,1,Ethiopia’s Climate Resilient Green Economy National Adaptation Plan (2019-2034),Yes,industry,"developing and using adaptation technologies that include diverse forms of knowledge to strengthen climate change adaptation capacities in flood control, infrastructural design, agricultural productivity, resource conservation, efficient management techniques and information management systems",Yes,Yes,No,innovation,,
19,Ethiopia,1,Ethiopia’s Climate Resilient Green Economy National Adaptation Plan (2019-2034),Yes,industry,improving early warning systems,Yes,Yes,No,"Information, educational, awareness",,
19,Ethiopia,1,Ethiopia’s Climate Resilient Green Economy National Adaptation Plan (2019-2034),Yes,industry,developing adaptive industry systems to enhance climate smart production systems and products through proper positioning of industrial parks and efficient supply of raw materials,Yes,Yes,No,direct provision,,
19,Ethiopia,2,National Blue Economy Strategy of Ethiopia (2023-2027),Yes,water,Establishment of National Blue Economy Forum,Yes,Yes,No,soft instrument,,
19,Ethiopia,2,National Blue Economy Strategy of Ethiopia (2023-2027),Yes,water,Establishment of the Blue Economy Department /Unit,Yes,Yes,No,soft instrument,,
19,Ethiopia,2,National Blue Economy Strategy of Ethiopia (2023-2027),Yes,water,Establishments of Inter-ministerial Forum for BE,Yes,Yes,No,soft instrument,,
19,Ethiopia,2,National Blue Economy Strategy of Ethiopia (2023-2027),Yes,water,Development of Blue Economy Strategy Implementation framework and Investment Plans,Yes,Yes,No,soft instrument,,
19,Ethiopia,2,National Blue Economy Strategy of Ethiopia (2023-2027),Yes,water,To develop nationally uniform and acceptable Seafarers training procedure,Yes,Yes,No,"Information, educational, awareness",,
19,Ethiopia,2,National Blue Economy Strategy of Ethiopia (2023-2027),Yes,water,Establish seafarers training and employment governance procedures,Yes,Yes,No,"Information, educational, awareness",,
19,Ethiopia,2,National Blue Economy Strategy of Ethiopia (2023-2027),Yes,water,Increase Employability of Seafarers,Yes,Yes,No,Economic instrument,,
19,Ethiopia,2,National Blue Economy Strategy of Ethiopia (2023-2027),Yes,water,Develop and strengthening of seafarers training centers,Yes,Yes,No,"Information, educational, awareness",,
19,Ethiopia,2,National Blue Economy Strategy of Ethiopia (2023-2027),Yes,water,Support Institutions involved in the training and employment of seafarers,Yes,Yes,No,support and enablement,,
19,Ethiopia,2,National Blue Economy Strategy of Ethiopia (2023-2027),Yes,water,Establish Government “Manning Agencies”,Yes,Yes,No,soft instrument,,
19,Ethiopia,2,National Blue Economy Strategy of Ethiopia (2023-2027),Yes,water,Creating Strong Marketing Network,Yes,Yes,No,Economic instrument,,
19,Ethiopia,2,National Blue Economy Strategy of Ethiopia (2023-2027),Yes,water,Promote seafarers satisfaction measures,Yes,Yes,No,soft instrument,,
19,Ethiopia,2,National Blue Economy Strategy of Ethiopia (2023-2027),Yes,water,Developing regulatory framework for licensing Manning Agencies that facilitates Seafarers overseas,Yes,Yes,No,regulation,,
19,Ethiopia,2,National Blue Economy Strategy of Ethiopia (2023-2027),Yes,water,Employment,Yes,Yes,No,Economic instrument,,
19,Ethiopia,2,National Blue Economy Strategy of Ethiopia (2023-2027),Yes,water,Develop water transport system and enhance utilization and services,Yes,Yes,No,direct provision,,
19,Ethiopia,2,National Blue Economy Strategy of Ethiopia (2023-2027),Yes,water,Inland water transport,Yes,Yes,No,direct provision,,
19,Ethiopia,2,National Blue Economy Strategy of Ethiopia (2023-2027),Yes,water,Study Inland water transport master plan,Yes,Yes,No,"Information, educational, awareness",,
19,Ethiopia,2,National Blue Economy Strategy of Ethiopia (2023-2027),Yes,water,"Developing regulatory framework for the governance of Inland Water Safety, Transport and",Yes,Yes,No,regulation,,
19,Ethiopia,2,National Blue Economy Strategy of Ethiopia (2023-2027),Yes,water,Environmental Protection,Yes,Yes,No,regulatory,,
19,Ethiopia,2,National Blue Economy Strategy of Ethiopia (2023-2027),Yes,water,Build water transport infrastructures,Yes,Yes,No,direct provision,,
19,Ethiopia,2,National Blue Economy Strategy of Ethiopia (2023-2027),Yes,water,Enhance inland water transport safety,Yes,Yes,No,regulation,,
19,Ethiopia,2,National Blue Economy Strategy of Ethiopia (2023-2027),Yes,water,Creating port governance system,Yes,Yes,No,regulation,,
19,Ethiopia,2,National Blue Economy Strategy of Ethiopia (2023-2027),Yes,water,Fix instruments and symbols in area where proper to aid navigation,Yes,Yes,No,"Information, educational, awareness",,
19,Ethiopia,2,National Blue Economy Strategy of Ethiopia (2023-2027),Yes,pollution,To make inland water transport pollution free,Yes,Yes,No,regulation,,
19,Ethiopia,2,National Blue Economy Strategy of Ethiopia (2023-2027),Yes,water,Integrating inland water transport with other infrastructure facilities,Yes,Yes,No,support and enablement,,
19,Ethiopia,2,National Blue Economy Strategy of Ethiopia (2023-2027),Yes,water,Promotion of Marine transport services and other supporting sectors Promotion of Marine,Yes,Yes,No,support and enablement,,
19,Ethiopia,2,National Blue Economy Strategy of Ethiopia (2023-2027),Yes,water,transport services for international trade,Yes,Yes,No,Economic instrument,,
19,Ethiopia,3,Updated Nationally Determined Contribution (2021-2030),Yes,agriculture,Increasing the share of agricultural land under sustainable management practices,Yes,Yes,No,support and enablement,,
19,Ethiopia,3,Updated Nationally Determined Contribution (2021-2030),Yes,agriculture,Reducing pre harvest losses and land converted for agricultural infrastructure,Yes,Yes,No,regulation,,
19,Ethiopia,3,Updated Nationally Determined Contribution (2021-2030),Yes,agriculture,Carbon sequestration through grassland improvement,Yes,Yes,No,regulation,,
19,Ethiopia,3,Updated Nationally Determined Contribution (2021-2030),Yes,agriculture,Lowlands livelihoods resilience project,Yes,Yes,No,support and enablement,,
19,Ethiopia,3,Updated Nationally Determined Contribution (2021-2030),Yes,energy,"Fuel switch, switch from unsustainable biomass energy demand to electric stoves, renewable biofuels [EG residues]",Yes,Yes,No,innovation,,
19,Ethiopia,3,Updated Nationally Determined Contribution (2021-2030),Yes,energy,"Biomass efficiency, improved cook stoves",Yes,Yes,No,innovation,,
19,Ethiopia,3,Updated Nationally Determined Contribution (2021-2030),Yes,forestry,Reforestation 3 million ha of land by 2030,Yes,Yes,No,regulation,,
19,Ethiopia,3,Updated Nationally Determined Contribution (2021-2030),Yes,forestry,"20% moist Afro montane, 60% dry Afromontane, 10% Acacia-commiphora, 10% Combretum-Terminalia",Yes,Yes,No,regulation,,
19,Ethiopia,3,Updated Nationally Determined Contribution (2021-2030),Yes,forestry,Reforestation of 5 million hectares of land by 2030 and 9 million hectares by 2050,Yes,Yes,No,regulation,,
19,Ethiopia,3,Updated Nationally Determined Contribution (2021-2030),Yes,forestry,"10% moist Afro montane, 60% dry Afromontane, 10% Acacia-commiphora, 20% Combretum-Terminalia",Yes,Yes,No,regulation,,
19,Ethiopia,3,Updated Nationally Determined Contribution (2021-2030),Yes,agriculture,Enhancing efficiency and productivity in livestock sub sectors,Yes,Yes,No,support and enablement,,
19,Ethiopia,3,Updated Nationally Determined Contribution (2021-2030),Yes,agriculture,Replacing cattle or oxen with tractors for farmers and smallholders,Yes,Yes,No,innovation,,
19,Ethiopia,3,Updated Nationally Determined Contribution (2021-2030),Yes,agriculture,Replacing non dairy cattle stock with chickens and inducing a demand shift from beef to chicken,Yes,Yes,No,support and enablement,,
19,Ethiopia,3,Updated Nationally Determined Contribution (2021-2030),Yes,pollution,Improved feeding to reduce emissions from enteric fermentation turn around Cortana,Yes,Yes,No,support and enablement,,
19,Ethiopia,3,Updated Nationally Determined Contribution (2021-2030),Yes,energy,"Economy-wide improvements of energy efficiency of appliances, machinery and other capital assets",Yes,Yes,No,innovation,,
